(c) Der Bundeswahlleiter, Wiesbaden 2021																	
Datenlizenz Deutschland – Namensnennung – Version 2.0 (https://www.govdata.de/dl-de/by-2-0)																	
																	
Ergebnisse nach Wahlkreisen																	
Status:	Vorläufig																
Stand:	27.09.2021	06:09															
																	
Format: CSV. Trennzeichen: Semikolon. Zeichensatz: UTF-8 mit BOM																	
																	
Wahlart	Wahltag	Gebietsart	Gebietsnummer	Gebietsname	UegGebietsart	UegGebietsnummer	Gruppenart	Gruppenname	Gruppenreihenfolge	Stimme	Anzahl	Prozent	VorpAnzahl	VorpProzent	DiffProzent	DiffProzentPkt	Bemerkung
BT	26.09.2021	Wahlkreis	216	Ingolstadt	LAND	9	Partei	du.	21	1							
BT	26.09.2021	Wahlkreis	216	Ingolstadt	LAND	9	Partei	du.	21	2	86	0,046103					
BT	26.09.2021	Wahlkreis	216	Ingolstadt	LAND	9	Partei	LKR	22	1							
BT	26.09.2021	Wahlkreis	216	Ingolstadt	LAND	9	Partei	LKR	22	2	31	0,016619					
BT	26.09.2021	Wahlkreis	216	Ingolstadt	LAND	9	Partei	Die Humanisten	23	1							
BT	26.09.2021	Wahlkreis	216	Ingolstadt	LAND	9	Partei	Die Humanisten	23	2	143	0,07666					
BT	26.09.2021	Wahlkreis	216	Ingolstadt	LAND	9	Partei	Team Todenhöfer	24	1							
BT	26.09.2021	Wahlkreis	216	Ingolstadt	LAND	9	Partei	Team Todenhöfer	24	2	643	0,344702					
BT	26.09.2021	Wahlkreis	216	Ingolstadt	LAND	9	Partei	UNABHÄNGIGE	25	1							
BT	26.09.2021	Wahlkreis	216	Ingolstadt	LAND	9	Partei	UNABHÄNGIGE	25	2	295	0,158145					
BT	26.09.2021	Wahlkreis	216	Ingolstadt	LAND	9	Partei	Volt	26	1							
BT	26.09.2021	Wahlkreis	216	Ingolstadt	LAND	9	Partei	Volt	26	2	363	0,194598					
BT	26.09.2021	Wahlkreis	216	Ingolstadt	LAND	9	Partei	BüSo	27	1							
BT	26.09.2021	Wahlkreis	216	Ingolstadt	LAND	9	Partei	BüSo	27	2			23	0,012579		-0,012579	
BT	26.09.2021	Wahlkreis	216	Ingolstadt	LAND	9	Partei	DiB	28	1							
BT	26.09.2021	Wahlkreis	216	Ingolstadt	LAND	9	Partei	DiB	28	2			202	0,110476		-0,110476	
BT	26.09.2021	Wahlkreis	216	Ingolstadt	LAND	9	System-Gruppe	Übrige	1000	1			0	0		0	
BT	26.09.2021	Wahlkreis	216	Ingolstadt	LAND	9	System-Gruppe	Übrige	1000	2			435	0,237906		-0,237906	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	System-Gruppe	Wahlberechtigte	-4		223680		226436		-1,217121		
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	System-Gruppe	Wählende	-3		175537	78,476842	174196	76,929464	0,769822	1,547378	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	System-Gruppe	Ungültige	-2	1	934	0,532082	1075	0,617121	-13,116279	-0,085039	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	System-Gruppe	Ungültige	-2	2	642	0,365735	668	0,383476	-3,892216	-0,017741	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	System-Gruppe	Gültige	-1	1	174603	99,467918	173121	99,382879	0,856049	0,085039	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	System-Gruppe	Gültige	-1	2	174895	99,634265	173528	99,616524	0,787769	0,017741	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	CSU	1	1	44854	25,689135	55811	32,238146	-19,632331	-6,549011	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	CSU	1	2	39996	22,868578	49953	28,786709	-19,932737	-5,91813	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	SPD	2	1	38172	21,862167	45068	26,032659	-15,301322	-4,170492	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	SPD	2	2	33241	19,006261	28903	16,656102	15,008823	2,350159	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	AfD	3	1	7588	4,345859	13216	7,633967	-42,584746	-3,288108	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	AfD	3	2	8250	4,717116	14982	8,633765	-44,933921	-3,916649	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	FDP	4	1	19477	11,15502	16669	9,628526	16,845642	1,526495	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	FDP	4	2	25953	14,839189	26241	15,122055	-1,097519	-0,282866	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	GRÜNE	5	1	42281	24,215506	22726	13,127235	86,046819	11,088271	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	GRÜNE	5	2	44860	25,649676	29334	16,904477	52,928343	8,745199	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	DIE LINKE	6	1	6207	3,554922	10351	5,979055	-40,034779	-2,424133	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	DIE LINKE	6	2	7035	4,022413	14302	8,241898	-50,811075	-4,219484	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	FREIE WÄHLER	7	1	3966	2,271439	2752	1,58964	44,113372	0,681799	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	FREIE WÄHLER	7	2	4396	2,513508	1869	1,07706	135,205993	1,436448	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	ÖDP	8	1	1862	1,066419	2893	1,671086	-35,637746	-0,604666	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	ÖDP	8	2	1143	0,653535	1419	0,817735	-19,450317	-0,1642	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	Tierschutzpartei	9	1	2072	1,186692					
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	Tierschutzpartei	9	2	1504	0,859945	1354	0,780278	11,078287	0,079667	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	BP	10	1	563	0,322446	1168	0,674673	-51,797945	-0,352227	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	BP	10	2	409	0,233855	874	0,503665	-53,203661	-0,269811	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	Die PARTEI	11	1	1562	0,894601	2188	1,263856	-28,610603	-0,369255	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	Die PARTEI	11	2	1157	0,66154	1590	0,916279	-27,232704	-0,254739	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	PIRATEN	12	1							
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	PIRATEN	12	2	488	0,279025	750	0,432207	-34,933333	-0,153182	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	NPD	13	1							
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	NPD	13	2	30	0,017153	135	0,077797	-77,777778	-0,060644	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	V-Partei³	14	1	324	0,185564					
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	V-Partei³	14	2	184	0,105206	324	0,186713	-43,209877	-0,081507	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	Gesundheitsforschung	15	1							
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	Gesundheitsforschung	15	2	141	0,08062	174	0,100272	-18,965517	-0,019652	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	MLPD	16	1	60	0,034364	160	0,092421	-62,5	-0,058057	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	MLPD	16	2	35	0,020012	79	0,045526	-55,696203	-0,025514	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	DKP	17	1							
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	DKP	17	2	36	0,020584	40	0,023051	-10	-0,002467	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	dieBasis	18	1	2533	1,45072					
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	dieBasis	18	2	2209	1,263044					
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	Bündnis C	19	1							
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	Bündnis C	19	2	60	0,034306					
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	III. Weg	20	1							
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	III. Weg	20	2	28	0,01601					
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	du.	21	1	401	0,229664					
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	du.	21	2	139	0,079476					
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	LKR	22	1							
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	LKR	22	2	50	0,028589					
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	Die Humanisten	23	1							
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	Die Humanisten	23	2	218	0,124646					
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	Team Todenhöfer	24	1							
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	Team Todenhöfer	24	2	1603	0,91655					
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	UNABHÄNGIGE	25	1							
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	UNABHÄNGIGE	25	2	175	0,10006					
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	Volt	26	1	2403	1,376265					
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	Volt	26	2	1555	0,889105					
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	BüSo	27	1	41	0,023482	119	0,068738	-65,546218	-0,045256	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	BüSo	27	2			38	0,021898		-0,021898	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Einzelbewerber/Wählergruppe	Vereinigte Direktkandidaten	28	1	237	0,135736					
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Einzelbewerber/Wählergruppe	Vereinigte Direktkandidaten	28	2							
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	DiB	29	1							
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	Partei	DiB	29	2			541	0,311765		-0,311765	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	System-Gruppe	Übrige	1000	1			0	0		0	
BT	26.09.2021	Wahlkreis	217	München-Nord	LAND	9	System-Gruppe	Übrige	1000	2			626	0,360749		-0,360749	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	System-Gruppe	Wahlberechtigte	-4		242587		239169		1,429115		
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	System-Gruppe	Wählende	-3		194025	79,981615	186913	78,151015	3,804979	1,8306	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	System-Gruppe	Ungültige	-2	1	1059	0,545806	1226	0,65592	-13,621533	-0,110114	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	System-Gruppe	Ungültige	-2	2	747	0,385002	745	0,398581	0,268456	-0,013579	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	System-Gruppe	Gültige	-1	1	192966	99,454194	185687	99,34408	3,920037	0,110114	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	System-Gruppe	Gültige	-1	2	193278	99,614998	186168	99,601419	3,819131	0,013579	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	CSU	1	1	61111	31,66931	68255	36,758093	-10,466632	-5,088783	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	CSU	1	2	49284	25,499022	58483	31,414099	-15,729357	-5,915077	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	SPD	2	1	38225	19,809189	39621	21,33752	-3,523384	-1,52833	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	SPD	2	2	36108	18,681899	29744	15,976967	21,395912	2,704932	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	AfD	3	1	8058	4,175865	13822	7,443709	-41,701635	-3,267844	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	AfD	3	2	8978	4,645123	15959	8,572365	-43,743342	-3,927242	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	FDP	4	1	18104	9,381964	16451	8,859532	10,048021	0,522431	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	FDP	4	2	27092	14,017115	27459	14,749581	-1,336538	-0,732466	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	GRÜNE	5	1	42363	21,953608	28278	15,228853	49,809039	6,724756	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	GRÜNE	5	2	47635	24,645847	29866	16,042499	59,495748	8,603348	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	DIE LINKE	6	1	4906	2,542417	11655	6,276691	-57,906478	-3,734275	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	DIE LINKE	6	2	7080	3,663117	14124	7,586696	-49,872557	-3,923579	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	FREIE WÄHLER	7	1	5040	2,611859	3223	1,735717	56,376047	0,876143	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	FREIE WÄHLER	7	2	5053	2,614369	2111	1,133922	139,36523	1,480447	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	ÖDP	8	1	1929	0,999658	2693	1,45029	-28,369848	-0,450632	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	ÖDP	8	2	1289	0,666915	1546	0,830433	-16,623545	-0,163518	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	Tierschutzpartei	9	1	2500	1,295565					
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	Tierschutzpartei	9	2	1762	0,91164	1530	0,821838	15,163399	0,089802	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	BP	10	1	579	0,300053	1390	0,748572	-58,345324	-0,448519	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	BP	10	2	474	0,245243	942	0,505995	-49,681529	-0,260752	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	Die PARTEI	11	1	1714	0,888239					
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	Die PARTEI	11	2	1248	0,645702	1576	0,846547	-20,812183	-0,200845	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	PIRATEN	12	1							
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	PIRATEN	12	2	655	0,33889	787	0,422736	-16,772554	-0,083846	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	NPD	13	1							
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	NPD	13	2	44	0,022765	158	0,08487	-72,151899	-0,062104	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	V-Partei³	14	1							
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	V-Partei³	14	2	169	0,087439	355	0,190688	-52,394366	-0,103249	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	Gesundheitsforschung	15	1							
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	Gesundheitsforschung	15	2	148	0,076574	159	0,085407	-6,918239	-0,008833	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	MLPD	16	1							
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	MLPD	16	2	35	0,018109	79	0,042435	-55,696203	-0,024326	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	DKP	17	1							
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	DKP	17	2	35	0,018109	56	0,03008	-37,5	-0,011972	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	dieBasis	18	1	2431	1,259807					
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	dieBasis	18	2	2468	1,276917					
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	Bündnis C	19	1	152	0,07877					
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	Bündnis C	19	2	100	0,051739					
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	III. Weg	20	1							
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	III. Weg	20	2	33	0,017074					
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	du.	21	1							
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	du.	21	2	121	0,062604					
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	LKR	22	1							
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	LKR	22	2	32	0,016556					
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	Die Humanisten	23	1							
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	Die Humanisten	23	2	201	0,103995					
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	Team Todenhöfer	24	1	2525	1,308521					
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	Team Todenhöfer	24	2	1724	0,891979					
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	UNABHÄNGIGE	25	1							
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	UNABHÄNGIGE	25	2	258	0,133486					
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	Volt	26	1	1629	0,84419					
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	Volt	26	2	1252	0,647772					
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	BüSo	27	1	51	0,02643	299	0,161024	-82,943144	-0,134594	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	BüSo	27	2			43	0,023097		-0,023097	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Einzelbewerber/Wählergruppe	Politisch mitwirken für alle	28	1	1649	0,854555					
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Einzelbewerber/Wählergruppe	Politisch mitwirken für alle	28	2							
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	DiB	29	1							
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	Partei	DiB	29	2			563	0,302415		-0,302415	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	System-Gruppe	Übrige	1000	1			0	0		0	
BT	26.09.2021	Wahlkreis	218	München-Ost	LAND	9	System-Gruppe	Übrige	1000	2			628	0,33733		-0,33733	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	System-Gruppe	Wahlberechtigte	-4		214569		216725		-0,994809		
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	System-Gruppe	Wählende	-3		172978	80,616492	170483	78,663283	1,463489	1,953209	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	System-Gruppe	Ungültige	-2	1	899	0,519719	1086	0,637014	-17,219153	-0,117294	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	System-Gruppe	Ungültige	-2	2	619	0,357849	659	0,386549	-6,069803	-0,0287	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	System-Gruppe	Gültige	-1	1	172079	99,480281	169397	99,362986	1,583263	0,117294	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	System-Gruppe	Gültige	-1	2	172359	99,642151	169824	99,613451	1,492722	0,0287	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	CSU	1	1	46058	26,765613	55894	32,995862	-17,597595	-6,230248	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	CSU	1	2	40585	23,546783	50686	29,846194	-19,92858	-6,299411	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	SPD	2	1	33902	19,701416	39873	23,538197	-14,975046	-3,836781	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	SPD	2	2	33118	19,214546	27500	16,193235	20,429091	3,021311	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	AfD	3	1	7640	4,439821	12921	7,627644	-40,87145	-3,187823	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	AfD	3	2	7909	4,588678	14578	8,584181	-45,747016	-3,995503	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	FDP	4	1	16437	9,552008	15332	9,050928	7,207148	0,50108	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	FDP	4	2	21485	12,465261	22587	13,30024	-4,878913	-0,834979	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	GRÜNE	5	1	47253	27,460062	23343	13,780055	102,428994	13,680007	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	GRÜNE	5	2	45559	26,43262	29560	17,406256	54,123816	9,026364	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	DIE LINKE	6	1	6236	3,623917	12611	7,444642	-50,551106	-3,820725	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	DIE LINKE	6	2	7670	4,450014	14694	8,652487	-47,801824	-4,202473	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	FREIE WÄHLER	7	1	4445	2,583116	2803	1,654693	58,580093	0,928423	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	FREIE WÄHLER	7	2	4724	2,740791	1982	1,167091	138,345106	1,5737	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	ÖDP	8	1	2532	1,471417	2679	1,581492	-5,487122	-0,110075	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	ÖDP	8	2	1306	0,757721	1458	0,858536	-10,42524	-0,100815	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	Tierschutzpartei	9	1	2606	1,514421					
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	Tierschutzpartei	9	2	1711	0,992695	1467	0,863836	16,632584	0,12886	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	BP	10	1			1190	0,702492		-0,702492	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	BP	10	2	357	0,207126	890	0,524072	-59,88764	-0,316946	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	Die PARTEI	11	1	2060	1,197125	2415	1,425645	-14,699793	-0,228521	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	Die PARTEI	11	2	1299	0,75366	1655	0,974538	-21,510574	-0,220879	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	PIRATEN	12	1							
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	PIRATEN	12	2	608	0,352752	719	0,423379	-15,438108	-0,070627	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	NPD	13	1							
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	NPD	13	2	40	0,023207	144	0,084794	-72,222222	-0,061586	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	V-Partei³	14	1							
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	V-Partei³	14	2	197	0,114296	344	0,202563	-42,732558	-0,088266	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	Gesundheitsforschung	15	1							
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	Gesundheitsforschung	15	2	145	0,084127	157	0,092449	-7,643312	-0,008322	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	MLPD	16	1	109	0,063343	164	0,096814	-33,536585	-0,033471	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	MLPD	16	2	44	0,025528	79	0,046519	-44,303797	-0,020991	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	DKP	17	1							
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	DKP	17	2	45	0,026108	30	0,017665	50	0,008443	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	dieBasis	18	1	2668	1,550451					
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	dieBasis	18	2	2388	1,38548					
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	Bündnis C	19	1							
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	Bündnis C	19	2	83	0,048155					
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	III. Weg	20	1							
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	III. Weg	20	2	32	0,018566					
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	du.	21	1							
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	du.	21	2	165	0,09573					
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	LKR	22	1							
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	LKR	22	2	36	0,020887					
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	Die Humanisten	23	1							
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	Die Humanisten	23	2	172	0,099792					
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	Team Todenhöfer	24	1							
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	Team Todenhöfer	24	2	1000	0,580184					
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	UNABHÄNGIGE	25	1							
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	UNABHÄNGIGE	25	2	184	0,106754					
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	Volt	26	1							
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	Volt	26	2	1497	0,868536					
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	BüSo	27	1	133	0,07729	172	0,101537	-22,674419	-0,024247	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	BüSo	27	2			50	0,029442		-0,029442	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	DiB	28	1							
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	Partei	DiB	28	2			625	0,368028		-0,368028	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	System-Gruppe	Übrige	1000	1			0	0		0	
BT	26.09.2021	Wahlkreis	219	München-Süd	LAND	9	System-Gruppe	Übrige	1000	2			619	0,364495		-0,364495	
BT	26.09.2021	Wahlkreis	220	München-West/Mitte	LAND	9	System-Gruppe	Wahlberechtigte	-4		242248		241282		0,400361		
